path,y_true,y_pred,error,abs_error,display_name,method,stem
.\data\combined_514\images\20260430_113107.jpg,37.0,24.90625,-12.09375,12.09375,DeiT-III-S Regression,count_deit3_small,
.\data\combined_514\images\20260430_113229.jpg,56.0,30.8125,-25.1875,25.1875,DeiT-III-S Regression,count_deit3_small,
.\data\combined_514\images\20260430_113251.jpg,13.0,21.265625,8.265625,8.265625,DeiT-III-S Regression,count_deit3_small,
.\data\combined_514\images\20260430_113345.jpg,11.0,22.1875,11.1875,11.1875,DeiT-III-S Regression,count_deit3_small,
.\data\combined_514\images\20260430_113507.jpg,16.0,23.765625,7.765625,7.765625,DeiT-III-S Regression,count_deit3_small,
.\data\combined_514\images\20260430_113627.jpg,44.0,39.0625,-4.9375,4.9375,DeiT-III-S Regression,count_deit3_small,
.\data\combined_514\images\20260430_113730.jpg,51.0,37.90625,-13.09375,13.09375,DeiT-III-S Regression,count_deit3_small,
.\data\combined_514\images\20260430_113818.jpg,33.0,22.015625,-10.984375,10.984375,DeiT-III-S Regression,count_deit3_small,
.\data\combined_514\images\20260430_113824.jpg,40.0,26.34375,-13.65625,13.65625,DeiT-III-S Regression,count_deit3_small,
.\data\combined_514\images\20260430_113919.jpg,92.0,39.25,-52.75,52.75,DeiT-III-S Regression,count_deit3_small,
.\data\combined_514\images\20260430_114008.jpg,34.0,24.078125,-9.921875,9.921875,DeiT-III-S Regression,count_deit3_small,
.\data\combined_514\images\20260430_114051.jpg,26.0,35.0625,9.0625,9.0625,DeiT-III-S Regression,count_deit3_small,
.\data\combined_514\images\20260430_114124.jpg,80.0,38.6875,-41.3125,41.3125,DeiT-III-S Regression,count_deit3_small,
.\data\combined_514\images\20260430_114129.jpg,21.0,21.71875,0.71875,0.71875,DeiT-III-S Regression,count_deit3_small,
.\data\combined_514\images\20260430_114341.jpg,34.0,35.75,1.75,1.75,DeiT-III-S Regression,count_deit3_small,
.\data\combined_514\images\20260430_114516.jpg,29.0,22.109375,-6.890625,6.890625,DeiT-III-S Regression,count_deit3_small,
.\data\combined_514\images\20260430_114527.jpg,23.0,23.578125,0.578125,0.578125,DeiT-III-S Regression,count_deit3_small,
.\data\combined_514\images\20260430_114546.jpg,140.0,34.40625,-105.59375,105.59375,DeiT-III-S Regression,count_deit3_small,
.\data\combined_514\images\20260430_114601.jpg,41.0,27.5625,-13.4375,13.4375,DeiT-III-S Regression,count_deit3_small,
.\data\combined_514\images\20260430_114650.jpg,19.0,30.15625,11.15625,11.15625,DeiT-III-S Regression,count_deit3_small,
.\data\combined_514\images\20260430_115015.jpg,12.0,34.1875,22.1875,22.1875,DeiT-III-S Regression,count_deit3_small,
.\data\combined_514\images\20260430_115039.jpg,2.0,27.09375,25.09375,25.09375,DeiT-III-S Regression,count_deit3_small,
.\data\combined_514\images\20260430_115223.jpg,25.0,36.5,11.5,11.5,DeiT-III-S Regression,count_deit3_small,
.\data\combined_514\images\20260430_115310.jpg,28.0,30.8125,2.8125,2.8125,DeiT-III-S Regression,count_deit3_small,
.\data\combined_514\images\20260430_115351.jpg,18.0,38.28125,20.28125,20.28125,DeiT-III-S Regression,count_deit3_small,
.\data\combined_514\images\00007_20260212_161655_f00000198_t000006.601s.jpg,154.0,29.71875,-124.28125,124.28125,MaxViT-T Regression,count_maxvit_tiny,
.\data\combined_514\images\00019_20260212_161655_f00000327_t000010.901s.jpg,136.0,29.6875,-106.3125,106.3125,MaxViT-T Regression,count_maxvit_tiny,
.\data\combined_514\images\00082_20260212_161655_f00001136_t000037.870s.jpg,174.0,29.734375,-144.265625,144.265625,MaxViT-T Regression,count_maxvit_tiny,
.\data\combined_514\images\00127_20260212_161655_f00001703_t000056.772s.jpg,155.0,29.6875,-125.3125,125.3125,MaxViT-T Regression,count_maxvit_tiny,
.\data\combined_514\images\00140_20260212_161655_f00001835_t000061.173s.jpg,196.0,29.703125,-166.296875,166.296875,MaxViT-T Regression,count_maxvit_tiny,
.\data\combined_514\images\00223_20260212_161655_f00002878_t000095.943s.jpg,143.0,29.71875,-113.28125,113.28125,MaxViT-T Regression,count_maxvit_tiny,
.\data\combined_514\images\00227_20260212_161655_f00002930_t000097.676s.jpg,171.0,29.6875,-141.3125,141.3125,MaxViT-T Regression,count_maxvit_tiny,
.\data\combined_514\images\00246_20260212_161655_f00003255_t000108.511s.jpg,131.0,29.703125,-101.296875,101.296875,MaxViT-T Regression,count_maxvit_tiny,
.\data\combined_514\images\00257_20260212_161655_f00003374_t000112.478s.jpg,172.0,29.703125,-142.296875,142.296875,MaxViT-T Regression,count_maxvit_tiny,
.\data\combined_514\images\00321_20260212_164110_f00000473_t000015.769s.jpg,133.0,29.65625,-103.34375,103.34375,MaxViT-T Regression,count_maxvit_tiny,
.\data\combined_514\images\00587_dji_fly_20260217_114201_0_f00000392_t000013.067s.jpg,86.0,29.671875,-56.328125,56.328125,MaxViT-T Regression,count_maxvit_tiny,
.\data\combined_514\images\00611_dji_fly_20260217_114201_0_f00000658_t000021.933s.jpg,269.0,29.625,-239.375,239.375,MaxViT-T Regression,count_maxvit_tiny,
.\data\combined_514\images\00669_dji_fly_20260217_114521_0_f00000372_t000012.400s.jpg,269.0,29.546875,-239.453125,239.453125,MaxViT-T Regression,count_maxvit_tiny,
.\data\combined_514\images\20260430_105347.jpg,51.0,29.703125,-21.296875,21.296875,MaxViT-T Regression,count_maxvit_tiny,
.\data\combined_514\images\20260430_105507.jpg,38.0,29.453125,-8.546875,8.546875,MaxViT-T Regression,count_maxvit_tiny,
.\data\combined_514\images\20260430_105529.jpg,23.0,29.171875,6.171875,6.171875,MaxViT-T Regression,count_maxvit_tiny,
.\data\combined_514\images\20260430_105552.jpg,102.0,29.703125,-72.296875,72.296875,MaxViT-T Regression,count_maxvit_tiny,
.\data\combined_514\images\20260430_105607.jpg,33.0,29.671875,-3.328125,3.328125,MaxViT-T Regression,count_maxvit_tiny,
.\data\combined_514\images\20260430_105707.jpg,33.0,29.609375,-3.390625,3.390625,MaxViT-T Regression,count_maxvit_tiny,
.\data\combined_514\images\20260430_105805.jpg,18.0,29.0625,11.0625,11.0625,MaxViT-T Regression,count_maxvit_tiny,
.\data\combined_514\images\20260430_105937.jpg,53.0,29.703125,-23.296875,23.296875,MaxViT-T Regression,count_maxvit_tiny,
.\data\combined_514\images\20260430_110121.jpg,29.0,29.71875,0.71875,0.71875,MaxViT-T Regression,count_maxvit_tiny,
.\data\combined_514\images\20260430_110309.jpg,38.0,29.71875,-8.28125,8.28125,MaxViT-T Regression,count_maxvit_tiny,
.\data\combined_514\images\20260430_110337.jpg,22.0,26.859375,4.859375,4.859375,MaxViT-T Regression,count_maxvit_tiny,
.\data\combined_514\images\20260430_110428.jpg,22.0,29.703125,7.703125,7.703125,MaxViT-T Regression,count_maxvit_tiny,
.\data\combined_514\images\20260430_110502.jpg,16.0,25.421875,9.421875,9.421875,MaxViT-T Regression,count_maxvit_tiny,
.\data\combined_514\images\20260430_110635.jpg,30.0,28.90625,-1.09375,1.09375,MaxViT-T Regression,count_maxvit_tiny,
.\data\combined_514\images\20260430_110647.jpg,60.0,29.671875,-30.328125,30.328125,MaxViT-T Regression,count_maxvit_tiny,
.\data\combined_514\images\20260430_110740.jpg,30.0,29.71875,-0.28125,0.28125,MaxViT-T Regression,count_maxvit_tiny,
.\data\combined_514\images\20260430_110757.jpg,21.0,29.328125,8.328125,8.328125,MaxViT-T Regression,count_maxvit_tiny,
.\data\combined_514\images\20260430_110820.jpg,4.0,20.640625,16.640625,16.640625,MaxViT-T Regression,count_maxvit_tiny,
.\data\combined_514\images\20260430_111052.jpg,10.0,28.578125,18.578125,18.578125,MaxViT-T Regression,count_maxvit_tiny,
.\data\combined_514\images\20260430_111109.jpg,36.0,29.703125,-6.296875,6.296875,MaxViT-T Regression,count_maxvit_tiny,
.\data\combined_514\images\20260430_111122.jpg,34.0,29.71875,-4.28125,4.28125,MaxViT-T Regression,count_maxvit_tiny,
.\data\combined_514\images\20260430_111129.jpg,56.0,29.703125,-26.296875,26.296875,MaxViT-T Regression,count_maxvit_tiny,
.\data\combined_514\images\20260430_111135.jpg,50.0,29.703125,-20.296875,20.296875,MaxViT-T Regression,count_maxvit_tiny,
.\data\combined_514\images\20260430_111203.jpg,10.0,22.015625,12.015625,12.015625,MaxViT-T Regression,count_maxvit_tiny,
.\data\combined_514\images\20260430_111251.jpg,24.0,29.71875,5.71875,5.71875,MaxViT-T Regression,count_maxvit_tiny,
.\data\combined_514\images\20260430_111306.jpg,53.0,29.46875,-23.53125,23.53125,MaxViT-T Regression,count_maxvit_tiny,
.\data\combined_514\images\20260430_111434.jpg,58.0,29.734375,-28.265625,28.265625,MaxViT-T Regression,count_maxvit_tiny,
.\data\combined_514\images\20260430_111507.jpg,45.0,29.71875,-15.28125,15.28125,MaxViT-T Regression,count_maxvit_tiny,
.\data\combined_514\images\20260430_111630.jpg,60.0,29.71875,-30.28125,30.28125,MaxViT-T Regression,count_maxvit_tiny,
.\data\combined_514\images\20260430_111919.jpg,3.0,23.390625,20.390625,20.390625,MaxViT-T Regression,count_maxvit_tiny,
.\data\combined_514\images\20260430_111941.jpg,5.0,28.46875,23.46875,23.46875,MaxViT-T Regression,count_maxvit_tiny,
.\data\combined_514\images\20260430_111952.jpg,24.0,29.234375,5.234375,5.234375,MaxViT-T Regression,count_maxvit_tiny,
.\data\combined_514\images\20260430_112049.jpg,23.0,29.6875,6.6875,6.6875,MaxViT-T Regression,count_maxvit_tiny,
.\data\combined_514\images\20260430_112103.jpg,23.0,29.71875,6.71875,6.71875,MaxViT-T Regression,count_maxvit_tiny,
.\data\combined_514\images\20260430_112241.jpg,40.0,29.6875,-10.3125,10.3125,MaxViT-T Regression,count_maxvit_tiny,
.\data\combined_514\images\20260430_112314.jpg,61.0,29.703125,-31.296875,31.296875,MaxViT-T Regression,count_maxvit_tiny,
.\data\combined_514\images\20260430_112502.jpg,142.0,29.6875,-112.3125,112.3125,MaxViT-T Regression,count_maxvit_tiny,
.\data\combined_514\images\20260430_112536.jpg,13.0,28.546875,15.546875,15.546875,MaxViT-T Regression,count_maxvit_tiny,
.\data\combined_514\images\20260430_113032.jpg,18.0,25.375,7.375,7.375,MaxViT-T Regression,count_maxvit_tiny,
.\data\combined_514\images\20260430_113107.jpg,37.0,29.65625,-7.34375,7.34375,MaxViT-T Regression,count_maxvit_tiny,
.\data\combined_514\images\20260430_113229.jpg,56.0,29.703125,-26.296875,26.296875,MaxViT-T Regression,count_maxvit_tiny,
.\data\combined_514\images\20260430_113251.jpg,13.0,29.296875,16.296875,16.296875,MaxViT-T Regression,count_maxvit_tiny,
.\data\combined_514\images\20260430_113345.jpg,11.0,29.6875,18.6875,18.6875,MaxViT-T Regression,count_maxvit_tiny,
.\data\combined_514\images\20260430_113507.jpg,16.0,29.5625,13.5625,13.5625,MaxViT-T Regression,count_maxvit_tiny,
.\data\combined_514\images\20260430_113627.jpg,44.0,29.71875,-14.28125,14.28125,MaxViT-T Regression,count_maxvit_tiny,
.\data\combined_514\images\20260430_113730.jpg,51.0,28.890625,-22.109375,22.109375,MaxViT-T Regression,count_maxvit_tiny,
.\data\combined_514\images\20260430_113818.jpg,33.0,29.671875,-3.328125,3.328125,MaxViT-T Regression,count_maxvit_tiny,
.\data\combined_514\images\20260430_113824.jpg,40.0,29.71875,-10.28125,10.28125,MaxViT-T Regression,count_maxvit_tiny,
.\data\combined_514\images\20260430_113919.jpg,92.0,29.703125,-62.296875,62.296875,MaxViT-T Regression,count_maxvit_tiny,
.\data\combined_514\images\20260430_114008.jpg,34.0,29.140625,-4.859375,4.859375,MaxViT-T Regression,count_maxvit_tiny,
.\data\combined_514\images\20260430_114051.jpg,26.0,29.5,3.5,3.5,MaxViT-T Regression,count_maxvit_tiny,
.\data\combined_514\images\20260430_114124.jpg,80.0,29.734375,-50.265625,50.265625,MaxViT-T Regression,count_maxvit_tiny,
.\data\combined_514\images\20260430_114129.jpg,21.0,29.359375,8.359375,8.359375,MaxViT-T Regression,count_maxvit_tiny,
.\data\combined_514\images\20260430_114341.jpg,34.0,29.703125,-4.296875,4.296875,MaxViT-T Regression,count_maxvit_tiny,
.\data\combined_514\images\20260430_114516.jpg,29.0,28.828125,-0.171875,0.171875,MaxViT-T Regression,count_maxvit_tiny,
.\data\combined_514\images\20260430_114527.jpg,23.0,29.6875,6.6875,6.6875,MaxViT-T Regression,count_maxvit_tiny,
.\data\combined_514\images\20260430_114546.jpg,140.0,29.703125,-110.296875,110.296875,MaxViT-T Regression,count_maxvit_tiny,
.\data\combined_514\images\20260430_114601.jpg,41.0,29.515625,-11.484375,11.484375,MaxViT-T Regression,count_maxvit_tiny,
.\data\combined_514\images\20260430_114650.jpg,19.0,29.71875,10.71875,10.71875,MaxViT-T Regression,count_maxvit_tiny,
.\data\combined_514\images\20260430_115015.jpg,12.0,29.421875,17.421875,17.421875,MaxViT-T Regression,count_maxvit_tiny,
.\data\combined_514\images\20260430_115039.jpg,2.0,29.171875,27.171875,27.171875,MaxViT-T Regression,count_maxvit_tiny,
.\data\combined_514\images\20260430_115223.jpg,25.0,29.71875,4.71875,4.71875,MaxViT-T Regression,count_maxvit_tiny,
.\data\combined_514\images\20260430_115310.jpg,28.0,29.71875,1.71875,1.71875,MaxViT-T Regression,count_maxvit_tiny,
.\data\combined_514\images\20260430_115351.jpg,18.0,26.03125,8.03125,8.03125,MaxViT-T Regression,count_maxvit_tiny,
.\data\combined_514\images\00007_20260212_161655_f00000198_t000006.601s.jpg,154.0,41.1875,-112.8125,112.8125,DINOv2 ViT-B/14 Linear Regression,count_dinov2_vitb14_linear,
.\data\combined_514\images\00019_20260212_161655_f00000327_t000010.901s.jpg,136.0,39.84375,-96.15625,96.15625,DINOv2 ViT-B/14 Linear Regression,count_dinov2_vitb14_linear,
.\data\combined_514\images\00082_20260212_161655_f00001136_t000037.870s.jpg,174.0,45.0625,-128.9375,128.9375,DINOv2 ViT-B/14 Linear Regression,count_dinov2_vitb14_linear,
.\data\combined_514\images\00127_20260212_161655_f00001703_t000056.772s.jpg,155.0,44.40625,-110.59375,110.59375,DINOv2 ViT-B/14 Linear Regression,count_dinov2_vitb14_linear,
.\data\combined_514\images\00140_20260212_161655_f00001835_t000061.173s.jpg,196.0,43.71875,-152.28125,152.28125,DINOv2 ViT-B/14 Linear Regression,count_dinov2_vitb14_linear,
.\data\combined_514\images\00223_20260212_161655_f00002878_t000095.943s.jpg,143.0,44.25,-98.75,98.75,DINOv2 ViT-B/14 Linear Regression,count_dinov2_vitb14_linear,
.\data\combined_514\images\00227_20260212_161655_f00002930_t000097.676s.jpg,171.0,44.6875,-126.3125,126.3125,DINOv2 ViT-B/14 Linear Regression,count_dinov2_vitb14_linear,
.\data\combined_514\images\00246_20260212_161655_f00003255_t000108.511s.jpg,131.0,43.1875,-87.8125,87.8125,DINOv2 ViT-B/14 Linear Regression,count_dinov2_vitb14_linear,
.\data\combined_514\images\00257_20260212_161655_f00003374_t000112.478s.jpg,172.0,44.53125,-127.46875,127.46875,DINOv2 ViT-B/14 Linear Regression,count_dinov2_vitb14_linear,
.\data\combined_514\images\00321_20260212_164110_f00000473_t000015.769s.jpg,133.0,40.375,-92.625,92.625,DINOv2 ViT-B/14 Linear Regression,count_dinov2_vitb14_linear,
.\data\combined_514\images\00587_dji_fly_20260217_114201_0_f00000392_t000013.067s.jpg,86.0,39.03125,-46.96875,46.96875,DINOv2 ViT-B/14 Linear Regression,count_dinov2_vitb14_linear,
.\data\combined_514\images\00611_dji_fly_20260217_114201_0_f00000658_t000021.933s.jpg,269.0,46.125,-222.875,222.875,DINOv2 ViT-B/14 Linear Regression,count_dinov2_vitb14_linear,
.\data\combined_514\images\00669_dji_fly_20260217_114521_0_f00000372_t000012.400s.jpg,269.0,47.34375,-221.65625,221.65625,DINOv2 ViT-B/14 Linear Regression,count_dinov2_vitb14_linear,
.\data\combined_514\images\20260430_105347.jpg,51.0,33.25,-17.75,17.75,DINOv2 ViT-B/14 Linear Regression,count_dinov2_vitb14_linear,
.\data\combined_514\images\20260430_105507.jpg,38.0,32.84375,-5.15625,5.15625,DINOv2 ViT-B/14 Linear Regression,count_dinov2_vitb14_linear,
.\data\combined_514\images\20260430_105529.jpg,23.0,28.71875,5.71875,5.71875,DINOv2 ViT-B/14 Linear Regression,count_dinov2_vitb14_linear,
.\data\combined_514\images\20260430_105552.jpg,102.0,39.78125,-62.21875,62.21875,DINOv2 ViT-B/14 Linear Regression,count_dinov2_vitb14_linear,
.\data\combined_514\images\20260430_105607.jpg,33.0,31.46875,-1.53125,1.53125,DINOv2 ViT-B/14 Linear Regression,count_dinov2_vitb14_linear,
.\data\combined_514\images\20260430_105707.jpg,33.0,25.859375,-7.140625,7.140625,DINOv2 ViT-B/14 Linear Regression,count_dinov2_vitb14_linear,
.\data\combined_514\images\20260430_105805.jpg,18.0,25.3125,7.3125,7.3125,DINOv2 ViT-B/14 Linear Regression,count_dinov2_vitb14_linear,
.\data\combined_514\images\20260430_105937.jpg,53.0,34.34375,-18.65625,18.65625,DINOv2 ViT-B/14 Linear Regression,count_dinov2_vitb14_linear,
.\data\combined_514\images\20260430_110121.jpg,29.0,33.53125,4.53125,4.53125,DINOv2 ViT-B/14 Linear Regression,count_dinov2_vitb14_linear,
.\data\combined_514\images\20260430_110309.jpg,38.0,32.96875,-5.03125,5.03125,DINOv2 ViT-B/14 Linear Regression,count_dinov2_vitb14_linear,
.\data\combined_514\images\20260430_110337.jpg,22.0,30.96875,8.96875,8.96875,DINOv2 ViT-B/14 Linear Regression,count_dinov2_vitb14_linear,
.\data\combined_514\images\20260430_110428.jpg,22.0,27.03125,5.03125,5.03125,DINOv2 ViT-B/14 Linear Regression,count_dinov2_vitb14_linear,
.\data\combined_514\images\20260430_110502.jpg,16.0,26.765625,10.765625,10.765625,DINOv2 ViT-B/14 Linear Regression,count_dinov2_vitb14_linear,
.\data\combined_514\images\20260430_110635.jpg,30.0,29.484375,-0.515625,0.515625,DINOv2 ViT-B/14 Linear Regression,count_dinov2_vitb14_linear,
.\data\combined_514\images\20260430_110647.jpg,60.0,32.84375,-27.15625,27.15625,DINOv2 ViT-B/14 Linear Regression,count_dinov2_vitb14_linear,
.\data\combined_514\images\20260430_110740.jpg,30.0,34.15625,4.15625,4.15625,DINOv2 ViT-B/14 Linear Regression,count_dinov2_vitb14_linear,
.\data\combined_514\images\20260430_110757.jpg,21.0,28.03125,7.03125,7.03125,DINOv2 ViT-B/14 Linear Regression,count_dinov2_vitb14_linear,
.\data\combined_514\images\20260430_110820.jpg,4.0,20.0,16.0,16.0,DINOv2 ViT-B/14 Linear Regression,count_dinov2_vitb14_linear,
.\data\combined_514\images\20260430_111052.jpg,10.0,30.234375,20.234375,20.234375,DINOv2 ViT-B/14 Linear Regression,count_dinov2_vitb14_linear,
.\data\combined_514\images\20260430_111109.jpg,36.0,32.15625,-3.84375,3.84375,DINOv2 ViT-B/14 Linear Regression,count_dinov2_vitb14_linear,
.\data\combined_514\images\20260430_111122.jpg,34.0,31.765625,-2.234375,2.234375,DINOv2 ViT-B/14 Linear Regression,count_dinov2_vitb14_linear,
.\data\combined_514\images\20260430_111129.jpg,56.0,35.34375,-20.65625,20.65625,DINOv2 ViT-B/14 Linear Regression,count_dinov2_vitb14_linear,
.\data\combined_514\images\20260430_111135.jpg,50.0,34.53125,-15.46875,15.46875,DINOv2 ViT-B/14 Linear Regression,count_dinov2_vitb14_linear,
.\data\combined_514\images\20260430_111203.jpg,10.0,25.78125,15.78125,15.78125,DINOv2 ViT-B/14 Linear Regression,count_dinov2_vitb14_linear,
.\data\combined_514\images\20260430_111251.jpg,24.0,29.328125,5.328125,5.328125,DINOv2 ViT-B/14 Linear Regression,count_dinov2_vitb14_linear,
.\data\combined_514\images\20260430_111306.jpg,53.0,36.5,-16.5,16.5,DINOv2 ViT-B/14 Linear Regression,count_dinov2_vitb14_linear,
